Tanggal,Produk,Jumlah_Unit_Terjual,Harga_Per_Unit,Total_Penjualan,Jenis_Promosi,Ketersediaan_Stok,Kampanye_Pemasaran,Inflasi,Suku_Bunga,Tingkat_Pengangguran,Suhu,Curah_Hujan,Aktivitas_Kompetitor
2020-06-10,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-06-11,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-06-12,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-06-13,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-06-14,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-06-15,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-06-16,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-06-17,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-06-18,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-06-19,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-06-20,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-06-21,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-06-22,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-06-23,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-06-24,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-06-25,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-06-26,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-06-27,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-06-28,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-06-29,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-06-30,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-07-01,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-07-02,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-07-03,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-07-04,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-07-05,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-07-06,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-07-07,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-07-08,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-07-09,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-07-10,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-07-11,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-07-12,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-07-13,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-07-14,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-07-15,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-07-16,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-07-17,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-07-18,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-07-19,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-07-20,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-07-21,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-07-22,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-07-23,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-07-24,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-07-25,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-07-26,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-07-27,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-07-28,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-07-29,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-07-30,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-07-31,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-08-01,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-08-02,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-08-03,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-08-04,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-08-05,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-08-06,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-08-07,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-08-08,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-08-09,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-08-10,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-08-11,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-08-12,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-08-13,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-08-14,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-08-15,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-08-16,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-08-17,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-08-18,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-08-19,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-08-20,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-08-21,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-08-22,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-08-23,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-08-24,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-08-25,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-08-26,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-08-27,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-08-28,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-08-29,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-08-30,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-08-31,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-09-01,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-09-02,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-09-03,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-09-04,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-09-05,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-09-06,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-09-07,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-09-08,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-09-09,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-09-10,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-09-11,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-09-12,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-09-13,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-09-14,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-09-15,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-09-16,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-09-17,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-09-18,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-09-19,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-09-20,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-09-21,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-09-22,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-09-23,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-09-24,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-09-25,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-09-26,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-09-27,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-09-28,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-09-29,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-09-30,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-10-01,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-10-02,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-10-03,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-10-04,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-10-05,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-10-06,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-10-07,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-10-08,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-10-09,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-10-10,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-10-11,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-10-12,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-10-13,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-10-14,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-10-15,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-10-16,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-10-17,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-10-18,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-10-19,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-10-20,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-10-21,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-10-22,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-10-23,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-10-24,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-10-25,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-10-26,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-10-27,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-10-28,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-10-29,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-10-30,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-10-31,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-11-01,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-11-02,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-11-03,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-11-04,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-11-05,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-11-06,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-11-07,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-11-08,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-11-09,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-11-10,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-11-11,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-11-12,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-11-13,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-11-14,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-11-15,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-11-16,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-11-17,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-11-18,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-11-19,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-11-20,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-11-21,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-11-22,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-11-23,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-11-24,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-11-25,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-11-26,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-11-27,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-11-28,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-11-29,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-11-30,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-12-01,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-12-02,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-12-03,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-12-04,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-12-05,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-12-06,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-12-07,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-12-08,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-12-09,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-12-10,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-12-11,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-12-12,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-12-13,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-12-14,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-12-15,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-12-16,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-12-17,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-12-18,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-12-19,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-12-20,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-12-21,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-12-22,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-12-23,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-12-24,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-12-25,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-12-26,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2020-12-27,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2020-12-28,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2020-12-29,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2020-12-30,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2020-12-31,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-01-01,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-01-02,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-01-03,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-01-04,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-01-05,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-01-06,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-01-07,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-01-08,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-01-09,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-01-10,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-01-11,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-01-12,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-01-13,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-01-14,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-01-15,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-01-16,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-01-17,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-01-18,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-01-19,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-01-20,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-01-21,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-01-22,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-01-23,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-01-24,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-01-25,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-01-26,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-01-27,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-01-28,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-01-29,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-01-30,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-01-31,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-02-01,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-02-02,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-02-03,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-02-04,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-02-05,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-02-06,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-02-07,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-02-08,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-02-09,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-02-10,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-02-11,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-02-12,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-02-13,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-02-14,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-02-15,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-02-16,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-02-17,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-02-18,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-02-19,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-02-20,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-02-21,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-02-22,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-02-23,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-02-24,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-02-25,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-02-26,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-02-27,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-02-28,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
